"sample","Biotic_abiotic","Trans_name","count","total","percentage"
"0-5cm_CPCRW_30d_FAD_saturated","Biotic","Proline",1,1754,0.06
"0-5cm_CPCRW_30d_FAD_saturated","Biotic","secondary amine",3,1754,0.17
"0-5cm_CPCRW_30d_FAD_saturated","Biotic","Serine",89,1754,5.07
"0-5cm_CPCRW_30d_FAD_saturated","Biotic","Threonine",1,1754,0.06
"0-5cm_CPCRW_30d_FAD_saturated","both","C6H10O5",107,1754,6.1
"0-5cm_CPCRW_30d_FAD_saturated","both","C6H10O6",85,1754,4.85
"0-5cm_CPCRW_30d_FAD_saturated","both","D-Ribose (-H2O) (ribosylation)",4,1754,0.23
"0-5cm_CPCRW_30d_FAD_saturated","both","disaccharide (-H2O)",8,1754,0.46
"0-5cm_CPCRW_30d_FAD_saturated","both","erythose (-H2O)",213,1754,12.14
"0-5cm_CPCRW_30d_FAD_saturated","both","Glucuronic Acid (-H2O)",11,1754,0.63
"0-5cm_CPCRW_90d_CW_instant chemistry","Abiotic","acetotacetate (-H2O)",82,1646,4.98
"0-5cm_CPCRW_90d_CW_instant chemistry","Abiotic","acetylation (-H2O)",5,1646,0.3
"0-5cm_CPCRW_90d_CW_instant chemistry","Abiotic","C2H2",374,1646,22.72
"0-5cm_CPCRW_90d_CW_instant chemistry","Abiotic","Carboxylation",9,1646,0.55
"0-5cm_CPCRW_90d_CW_instant chemistry","Abiotic","condensation/dehydration",3,1646,0.18
"0-5cm_CPCRW_90d_CW_instant chemistry","Abiotic","ethyl addition (-H2O)",1,1646,0.06
"0-5cm_CPCRW_90d_CW_instant chemistry","Abiotic","Formic Acid (-H2O)",8,1646,0.49
"0-5cm_CPCRW_90d_CW_instant chemistry","Abiotic","glyoxylate (-H2O)",8,1646,0.49
"0-5cm_CPCRW_90d_CW_instant chemistry","Abiotic","H2S",5,1646,0.3
"0-5cm_CPCRW_90d_CW_instant chemistry","Abiotic","hydrogenation/dehydrogenation",4,1646,0.24
"0-5cm_CPCRW_90d_CW_instant chemistry","Abiotic","hydroxylation (-H)",7,1646,0.43
"0-5cm_CPCRW_90d_CW_instant chemistry","Abiotic","NO3-",3,1646,0.18
"0-5cm_CPCRW_90d_CW_instant chemistry","Biotic","Alanine",2,1646,0.12
"0-5cm_CPCRW_90d_CW_instant chemistry","Biotic","Arginine",15,1646,0.91
"0-5cm_CPCRW_90d_CW_instant chemistry","Biotic","Asparagine",1,1646,0.06
"0-5cm_CPCRW_90d_CW_instant chemistry","Biotic","Aspartic Acid",3,1646,0.18
"0-5cm_CPCRW_90d_CW_instant chemistry","Biotic","CH4_O",366,1646,22.24
"0-5cm_CPCRW_90d_CW_instant chemistry","Biotic","Cystine",2,1646,0.12
"0-5cm_CPCRW_90d_CW_instant chemistry","Biotic","Glutamic Acid",3,1646,0.18
"0-5cm_CPCRW_90d_CW_instant chemistry","Biotic","Isoleucine",2,1646,0.12
"0-5cm_CPCRW_90d_CW_instant chemistry","Biotic","malonyl group (-H2O)",232,1646,14.09
"0-5cm_CPCRW_90d_CW_instant chemistry","Biotic","NH_CH2",4,1646,0.24
"0-5cm_CPCRW_90d_CW_instant chemistry","Biotic","palmitoylation (-H2O)",20,1646,1.22
"0-5cm_CPCRW_90d_CW_instant chemistry","Biotic","Phenylalanine",3,1646,0.18
"0-5cm_CPCRW_90d_CW_instant chemistry","Biotic","Proline",1,1646,0.06
"0-5cm_CPCRW_90d_CW_instant chemistry","Biotic","secondary amine",1,1646,0.06
"0-5cm_CPCRW_90d_CW_instant chemistry","Biotic","Serine",83,1646,5.04
"0-5cm_CPCRW_90d_CW_instant chemistry","Biotic","Threonine",2,1646,0.12
"0-5cm_CPCRW_90d_CW_instant chemistry","both","C6H10O5",99,1646,6.01
"0-5cm_CPCRW_90d_CW_instant chemistry","both","C6H10O6",77,1646,4.68
"0-5cm_CPCRW_90d_CW_instant chemistry","both","D-Ribose (-H2O) (ribosylation)",3,1646,0.18
"0-5cm_CPCRW_90d_CW_instant chemistry","both","disaccharide (-H2O)",5,1646,0.3
"0-5cm_CPCRW_90d_CW_instant chemistry","both","erythose (-H2O)",203,1646,12.33
"0-5cm_CPCRW_90d_CW_instant chemistry","both","Glucuronic Acid (-H2O)",10,1646,0.61
"0-5cm_CPCRW_90d_CW_saturated","Abiotic","acetotacetate (-H2O)",90,1657,5.43
"0-5cm_CPCRW_90d_CW_saturated","Abiotic","acetylation (-H2O)",6,1657,0.36
"0-5cm_CPCRW_90d_CW_saturated","Abiotic","C2H2",382,1657,23.05
"0-5cm_CPCRW_90d_CW_saturated","Abiotic","Carboxylation",5,1657,0.3
"0-5cm_CPCRW_90d_CW_saturated","Abiotic","condensation/dehydration",5,1657,0.3
"0-5cm_CPCRW_90d_CW_saturated","Abiotic","ethyl addition (-H2O)",2,1657,0.12
"0-5cm_CPCRW_90d_CW_saturated","Abiotic","Formic Acid (-H2O)",10,1657,0.6
"0-5cm_CPCRW_90d_CW_saturated","Abiotic","glyoxylate (-H2O)",8,1657,0.48
"0-5cm_CPCRW_90d_CW_saturated","Abiotic","H2S",8,1657,0.48
"0-5cm_CPCRW_90d_CW_saturated","Abiotic","hydrogenation/dehydrogenation",4,1657,0.24
"0-5cm_CPCRW_90d_CW_saturated","Abiotic","hydroxylation (-H)",5,1657,0.3
"0-5cm_CPCRW_90d_CW_saturated","Abiotic","Inorganic Phosphate",1,1657,0.06
"0-5cm_CPCRW_90d_CW_saturated","Abiotic","methanol (-H2O)",1,1657,0.06
"0-5cm_CPCRW_90d_CW_saturated","Abiotic","SO42-",2,1657,0.12
"0-5cm_CPCRW_90d_CW_saturated","Abiotic","sulfate (-H2O)",1,1657,0.06
"0-5cm_CPCRW_90d_CW_saturated","Biotic","Alanine",2,1657,0.12
"0-5cm_CPCRW_90d_CW_saturated","Biotic","Aspartic Acid",1,1657,0.06
"0-5cm_CPCRW_90d_CW_saturated","Biotic","CH4_O",363,1657,21.91
"0-5cm_CPCRW_90d_CW_saturated","Biotic","Cystine",1,1657,0.06
"0-5cm_CPCRW_90d_CW_saturated","Biotic","Glutamic Acid",2,1657,0.12
"0-5cm_CPCRW_90d_CW_saturated","Biotic","Glycine",1,1657,0.06
"0-5cm_CPCRW_90d_CW_saturated","Biotic","Isoleucine",1,1657,0.06
"0-5cm_CPCRW_90d_CW_saturated","Biotic","malonyl group (-H2O)",226,1657,13.64
"0-5cm_CPCRW_90d_CW_saturated","Biotic","NH_CH2",7,1657,0.42
"0-5cm_CPCRW_90d_CW_saturated","Biotic","palmitoylation (-H2O)",25,1657,1.51
"0-5cm_CPCRW_90d_CW_saturated","Biotic","Phenylalanine",5,1657,0.3
"0-5cm_CPCRW_90d_CW_saturated","Biotic","Proline",1,1657,0.06
"0-5cm_CPCRW_90d_CW_saturated","Biotic","secondary amine",4,1657,0.24
"0-5cm_CPCRW_90d_CW_saturated","Biotic","Serine",74,1657,4.47
"0-5cm_CPCRW_90d_CW_saturated","Biotic","Threonine",1,1657,0.06
"0-5cm_CPCRW_90d_CW_saturated","both","C6H10O5",103,1657,6.22
"0-5cm_CPCRW_90d_CW_saturated","both","C6H10O6",86,1657,5.19
"0-5cm_CPCRW_90d_CW_saturated","both","D-Ribose (-H2O) (ribosylation)",3,1657,0.18
"0-5cm_CPCRW_90d_CW_saturated","both","disaccharide (-H2O)",7,1657,0.42
"0-5cm_CPCRW_90d_CW_saturated","both","erythose (-H2O)",202,1657,12.19
"0-5cm_CPCRW_90d_CW_saturated","both","Glucuronic Acid (-H2O)",12,1657,0.72
"0-5cm_CPCRW_90d_FAD_instant chemistry","Abiotic","acetotacetate (-H2O)",80,1496,5.35
"0-5cm_CPCRW_90d_FAD_instant chemistry","Abiotic","acetylation (-H2O)",6,1496,0.4
"0-5cm_CPCRW_90d_FAD_instant chemistry","Abiotic","C2H2",347,1496,23.2
"0-5cm_CPCRW_90d_FAD_instant chemistry","Abiotic","Carboxylation",8,1496,0.53
"0-5cm_CPCRW_90d_FAD_instant chemistry","Abiotic","condensation/dehydration",3,1496,0.2
"0-5cm_CPCRW_90d_FAD_instant chemistry","Abiotic","Formic Acid (-H2O)",8,1496,0.53
"0-5cm_CPCRW_90d_FAD_instant chemistry","Abiotic","glyoxylate (-H2O)",7,1496,0.47
"0-5cm_CPCRW_90d_FAD_instant chemistry","Abiotic","H2S",6,1496,0.4
"0-5cm_CPCRW_90d_FAD_instant chemistry","Abiotic","hydrogenation/dehydrogenation",4,1496,0.27
"0-5cm_CPCRW_90d_FAD_instant chemistry","Abiotic","hydroxylation (-H)",6,1496,0.4
"0-5cm_CPCRW_90d_FAD_instant chemistry","Abiotic","NO3-",1,1496,0.07
"0-5cm_CPCRW_90d_FAD_instant chemistry","Biotic","Alanine",2,1496,0.13
"0-5cm_CPCRW_90d_FAD_instant chemistry","Biotic","Arginine",14,1496,0.94
"0-5cm_CPCRW_90d_FAD_instant chemistry","Biotic","Asparagine",1,1496,0.07
"0-5cm_CPCRW_90d_FAD_instant chemistry","Biotic","Aspartic Acid",3,1496,0.2
"0-5cm_CPCRW_90d_FAD_instant chemistry","Biotic","CH4_O",339,1496,22.66
"0-5cm_CPCRW_90d_FAD_instant chemistry","Biotic","Cystine",1,1496,0.07
"0-5cm_CPCRW_90d_FAD_instant chemistry","Biotic","Glutamic Acid",2,1496,0.13
"0-5cm_CPCRW_90d_FAD_instant chemistry","Biotic","Glycine",1,1496,0.07
"0-5cm_CPCRW_90d_FAD_instant chemistry","Biotic","Isoleucine",2,1496,0.13
"0-5cm_CPCRW_90d_FAD_instant chemistry","Biotic","malonyl group (-H2O)",198,1496,13.24
"0-5cm_CPCRW_90d_FAD_instant chemistry","Biotic","NH_CH2",3,1496,0.2
"0-5cm_CPCRW_90d_FAD_instant chemistry","Biotic","palmitoylation (-H2O)",21,1496,1.4
"0-5cm_CPCRW_90d_FAD_instant chemistry","Biotic","Phenylalanine",4,1496,0.27
"0-5cm_CPCRW_90d_FAD_instant chemistry","Biotic","Proline",1,1496,0.07
"0-5cm_CPCRW_90d_FAD_instant chemistry","Biotic","secondary amine",1,1496,0.07
"0-5cm_CPCRW_90d_FAD_instant chemistry","Biotic","Serine",80,1496,5.35
"0-5cm_CPCRW_90d_FAD_instant chemistry","Biotic","Threonine",2,1496,0.13
"0-5cm_CPCRW_90d_FAD_instant chemistry","Biotic","urea addition (-H)",1,1496,0.07
"0-5cm_CPCRW_90d_FAD_instant chemistry","both","C6H10O5",91,1496,6.08
"0-5cm_CPCRW_90d_FAD_instant chemistry","both","C6H10O6",65,1496,4.34
"0-5cm_CPCRW_90d_FAD_instant chemistry","both","D-Ribose (-H2O) (ribosylation)",2,1496,0.13
"0-5cm_CPCRW_90d_FAD_instant chemistry","both","disaccharide (-H2O)",4,1496,0.27
"0-5cm_CPCRW_90d_FAD_instant chemistry","both","erythose (-H2O)",173,1496,11.56
"0-5cm_CPCRW_90d_FAD_instant chemistry","both","Glucuronic Acid (-H2O)",8,1496,0.53
"0-5cm_CPCRW_90d_FAD_instant chemistry","both","transamination (-O)",1,1496,0.07
"0-5cm_CPCRW_90d_FAD_saturated","Abiotic","acetotacetate (-H2O)",89,1586,5.61
"0-5cm_CPCRW_90d_FAD_saturated","Abiotic","acetylation (-H2O)",6,1586,0.38
"0-5cm_CPCRW_90d_FAD_saturated","Abiotic","C2H2",372,1586,23.46
"0-5cm_CPCRW_90d_FAD_saturated","Abiotic","Carboxylation",6,1586,0.38
"0-5cm_CPCRW_90d_FAD_saturated","Abiotic","condensation/dehydration",3,1586,0.19
"0-5cm_CPCRW_90d_FAD_saturated","Abiotic","ethyl addition (-H2O)",1,1586,0.06
"0-5cm_CPCRW_90d_FAD_saturated","Abiotic","Formic Acid (-H2O)",10,1586,0.63
"0-5cm_CPCRW_90d_FAD_saturated","Abiotic","glyoxylate (-H2O)",7,1586,0.44
"0-5cm_CPCRW_90d_FAD_saturated","Abiotic","H2S",8,1586,0.5
"0-5cm_CPCRW_90d_FAD_saturated","Abiotic","hydrogenation/dehydrogenation",4,1586,0.25
"0-5cm_CPCRW_90d_FAD_saturated","Abiotic","hydroxylation (-H)",6,1586,0.38
"0-5cm_CPCRW_90d_FAD_saturated","Abiotic","NO3-",1,1586,0.06
"0-5cm_CPCRW_90d_FAD_saturated","Abiotic","SO42-",1,1586,0.06
"0-5cm_CPCRW_90d_FAD_saturated","Biotic","Alanine",2,1586,0.13
"0-5cm_CPCRW_90d_FAD_saturated","Biotic","Asparagine",1,1586,0.06
"0-5cm_CPCRW_90d_FAD_saturated","Biotic","Aspartic Acid",1,1586,0.06
"0-5cm_CPCRW_90d_FAD_saturated","Biotic","CH4_O",347,1586,21.88
"0-5cm_CPCRW_90d_FAD_saturated","Biotic","Cystine",1,1586,0.06
"0-5cm_CPCRW_90d_FAD_saturated","Biotic","Glutamic Acid",2,1586,0.13
"0-5cm_CPCRW_90d_FAD_saturated","Biotic","Glycine",1,1586,0.06
"0-5cm_CPCRW_90d_FAD_saturated","Biotic","Isoleucine",1,1586,0.06
"0-5cm_CPCRW_90d_FAD_saturated","Biotic","malonyl group (-H2O)",215,1586,13.56
"0-5cm_CPCRW_90d_FAD_saturated","Biotic","NH_CH2",5,1586,0.32
"0-5cm_CPCRW_90d_FAD_saturated","Biotic","palmitoylation (-H2O)",26,1586,1.64
"0-5cm_CPCRW_90d_FAD_saturated","Biotic","Phenylalanine",4,1586,0.25
"0-5cm_CPCRW_90d_FAD_saturated","Biotic","Proline",1,1586,0.06
"0-5cm_CPCRW_90d_FAD_saturated","Biotic","secondary amine",2,1586,0.13
"0-5cm_CPCRW_90d_FAD_saturated","Biotic","Serine",83,1586,5.23
"0-5cm_CPCRW_90d_FAD_saturated","Biotic","Threonine",1,1586,0.06
"0-5cm_CPCRW_90d_FAD_saturated","both","C6H10O5",99,1586,6.24
"0-5cm_CPCRW_90d_FAD_saturated","both","C6H10O6",71,1586,4.48
"0-5cm_CPCRW_90d_FAD_saturated","both","D-Ribose (-H2O) (ribosylation)",3,1586,0.19
"0-5cm_CPCRW_90d_FAD_saturated","both","disaccharide (-H2O)",6,1586,0.38
"0-5cm_CPCRW_90d_FAD_saturated","both","erythose (-H2O)",189,1586,11.92
"0-5cm_CPCRW_90d_FAD_saturated","both","Glucuronic Acid (-H2O)",11,1586,0.69
"0-5cm_CPCRW_timezero__timezero","Abiotic","acetotacetate (-H2O)",67,1204,5.56
"0-5cm_CPCRW_timezero__timezero","Abiotic","acetylation (-H2O)",2,1204,0.17
"0-5cm_CPCRW_timezero__timezero","Abiotic","C2H2",289,1204,24
"0-5cm_CPCRW_timezero__timezero","Abiotic","Carboxylation",8,1204,0.66
"0-5cm_CPCRW_timezero__timezero","Abiotic","condensation/dehydration",3,1204,0.25
"0-5cm_CPCRW_timezero__timezero","Abiotic","Formic Acid (-H2O)",7,1204,0.58
"0-5cm_CPCRW_timezero__timezero","Abiotic","glyoxylate (-H2O)",8,1204,0.66
"0-5cm_CPCRW_timezero__timezero","Abiotic","H2S",3,1204,0.25
"0-5cm_CPCRW_timezero__timezero","Abiotic","hydrogenation/dehydrogenation",2,1204,0.17
"0-5cm_CPCRW_timezero__timezero","Abiotic","hydroxylation (-H)",4,1204,0.33
"0-5cm_CPCRW_timezero__timezero","Abiotic","NO3-",1,1204,0.08
"0-5cm_CPCRW_timezero__timezero","Abiotic","PO43-",1,1204,0.08
"0-5cm_CPCRW_timezero__timezero","Abiotic","SO42-",1,1204,0.08
"0-5cm_CPCRW_timezero__timezero","Biotic","Alanine",3,1204,0.25
"0-5cm_CPCRW_timezero__timezero","Biotic","Aspartic Acid",2,1204,0.17
"0-5cm_CPCRW_timezero__timezero","Biotic","CH4_O",260,1204,21.59
"0-5cm_CPCRW_timezero__timezero","Biotic","Cystine",1,1204,0.08
