Mass,C,H,O,N,C13,S,P,Na,El_comp,Class,NeutralMass,Error_ppm,Candidates,Fansler_DOC_181_SPE_18Dec20_Alder_300SA_p1_1_01_57103,Fansler_DOC_182_SPE_18Dec20_Alder_300SA_p1_1_01_57104,Fansler_DOC_183_SPE_18Dec20_Alder_300SA_p1_1_01_57105,Fansler_DOC_184_SPE_18Dec20_Alder_300SA_p1_1_01_57106,Fansler_DOC_185_SPE_18Dec20_Alder_300SA_p1_1_01_57107,Fansler_DOC_186_SPE_18Dec20_Alder_300SA_p1_1_01_57108,Fansler_DOC_187_SPE_18Dec20_Alder_300SA_p1_1_01_57109,Fansler_DOC_188_SPE_18Dec20_Alder_300SA_p1_1_01_57110,Fansler_DOC_189_SPE_18Dec20_Alder_300SA_p1_1_01_57111,Fansler_DOC_190_SPE_18Dec20_Alder_300SA_p1_1_01_57112,Fansler_DOC_177_SPE_18Dec20_Alder_300SA_p1_1_01_57099,Fansler_DOC_178_SPE_18Dec20_Alder_300SA_p1_1_01_57100,Fansler_DOC_179_SPE_18Dec20_Alder_300SA_p1_1_01_57101,Fansler_DOC_180_SPE_18Dec20_Alder_300SA_p1_1_01_57102
108.438059710401,0,0,0,0,0,0,0,0,,None,109.445336177281,0,0,0,1522844.8,0,0,0,0,0,0,0,0,0,0,0,0
108.446994392441,0,0,0,0,0,0,0,0,,None,109.454270859321,0,0,0,0,0,0,0,0,0,0,1522478,0,0,0,0,0
108.482235591551,0,0,0,0,0,0,0,0,,None,109.489512058431,0,0,0,0,1657224.9,0,0,0,0,0,0,0,0,0,0,0
108.503281411023,0,0,0,0,0,0,0,0,,None,109.510557877903,0,0,0,0,0,1527175.5,0,0,0,0,0,0,0,0,0,0
108.568904814328,0,0,0,0,0,0,0,0,,None,109.576181281208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1621979.3
108.686046341988,0,0,0,0,0,0,0,0,,None,109.693322808868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1507772.3,0
108.699494447545,0,0,0,0,0,0,0,0,,None,109.706770914425,0,0,0,0,0,1512933.5,0,0,0,0,0,0,0,0,0,0
108.726178452532,0,0,0,0,0,0,0,0,,None,109.733454919412,0,0,0,0,0,1573099,0,0,0,0,0,0,0,0,0,0
108.946165386343,0,0,0,0,0,0,0,0,,None,109.953441853223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1591052.3,0
108.962813389195,0,0,0,0,0,0,0,0,,None,109.970089856075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1486618.8,0
109.000959649162,0,0,0,0,0,0,0,0,,None,110.008236116042,0,0,0,1625729.8,0,0,0,0,0,0,0,0,0,0,0,0
109.002530504461,0,0,0,0,0,0,0,0,,None,110.009806971341,0,0,0,0,0,1551878,0,0,0,0,0,0,0,0,0,0
109.004296715612,4,2,2,2,0,0,0,0,CHON,ConHC,110.011573182492,0.492096480011332,1,0,0,0,0,1495823.5,0,0,0,0,0,0,0,0,0
109.080148915601,0,0,0,0,0,0,0,0,,None,110.087425382481,0,0,0,0,0,0,0,1711788.9,0,0,0,0,0,0,0,0
109.203987737056,0,0,0,0,0,0,0,0,,None,110.211264203936,0,0,0,0,0,0,1688176.4,0,0,0,0,0,0,0,0,0
109.317256877082,0,0,0,0,0,0,0,0,,None,110.324533343962,0,0,0,0,0,0,0,0,0,0,1513447.4,0,0,0,0,0
109.33023772589,0,0,0,0,0,0,0,0,,None,110.33751419277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1542768.6
109.409298928743,0,0,0,0,0,0,0,0,,None,110.416575395623,0,0,0,0,0,0,0,0,0,0,1603615.3,0,0,0,0,0
109.520849594102,0,0,0,0,0,0,0,0,,None,110.528126060982,0,0,0,1809835.8,0,0,0,0,0,0,0,0,0,0,0,0
109.540144489135,0,0,0,0,0,0,0,0,,None,110.547420956015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1572522.6,0
109.570761403795,0,0,0,0,0,0,0,0,,None,110.578037870675,0,0,0,0,1673259,0,0,0,0,0,0,0,0,0,0,0
109.693366685138,0,0,0,0,0,0,0,0,,None,110.700643152018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1543948
109.815975802195,0,0,0,0,0,0,0,0,,None,110.823252269075,0,0,1570322.1,0,0,0,2689649,0,0,0,0,5048435,3094110.5,3819997.5,0,0
109.81619667218,0,0,0,0,0,0,0,0,,None,110.82347313906,0,0,0,0,0,0,0,0,0,10988409,0,0,0,0,0,0
109.820042563068,0,0,0,0,0,0,0,0,,None,110.827319029948,0,0,0,1486638,0,0,0,0,0,0,0,0,0,0,0,0
109.865781666113,0,0,0,0,0,0,0,0,,None,110.873058132993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1484328.8
109.882680638653,0,0,0,0,0,0,0,0,,None,110.889957105533,0,0,0,0,1608772.1,0,0,0,0,0,0,0,0,0,0,0
109.928563221639,0,0,0,0,0,0,0,0,,None,110.935839688519,0,0,0,0,0,0,0,0,0,0,1515230.3,0,0,0,0,0
109.931467682794,0,0,0,0,0,0,0,0,,None,110.938744149674,0,0,0,0,0,1563388.6,0,0,0,0,0,0,0,0,0,0
109.950512686511,0,0,0,0,0,0,0,0,,None,110.957789153391,0,0,0,0,0,1537599,0,0,0,0,0,0,0,0,0,0
110.063082401973,0,0,0,0,0,0,0,0,,None,111.070358868853,0,0,0,0,0,0,0,1520739.5,0,0,0,0,0,0,0,0
110.06686540682,0,0,0,0,0,0,0,0,,None,111.0741418737,0,0,0,0,0,0,0,0,0,0,0,2773767.5,0,0,0,0
110.067066704389,0,0,0,0,0,0,0,0,,None,111.074343171269,0,0,0,0,0,0,0,0,0,7470051,0,0,0,0,0,0
110.213930477357,0,0,0,0,0,0,0,0,,None,111.221206944237,0,0,0,0,0,0,0,1592519.5,0,0,0,0,0,0,0,0
110.263108411643,0,0,0,0,0,0,0,0,,None,111.270384878523,0,0,0,0,0,0,0,0,0,0,2571046.3,0,0,0,0,0
110.322260531615,0,0,0,0,0,0,0,0,,None,111.329536998495,0,0,0,0,0,0,0,1593762.9,0,0,0,0,0,0,0,0
110.479972610788,0,0,0,0,0,0,0,0,,None,111.487249077668,0,0,0,0,0,0,0,1571190.6,0,0,0,0,0,0,0,0
110.482375536729,0,0,0,0,0,0,0,0,,None,111.489652003609,0,0,0,0,0,0,0,0,0,0,1546196.4,0,0,0,0,0
110.491083616374,0,0,0,0,0,0,0,0,,None,111.498360083254,0,0,0,0,0,0,0,1508393.9,0,0,0,0,0,0,0,0
110.548291489525,0,0,0,0,0,0,0,0,,None,111.555567956405,0,0,0,1699689.8,0,0,0,0,0,0,0,0,0,0,0,0
110.6988986957,0,0,0,0,0,0,0,0,,None,111.70617516258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1516228.1,0
110.775045569222,0,0,0,0,0,0,0,0,,None,111.782322036102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1512912
110.808527723599,0,0,0,0,0,0,0,0,,None,111.815804190479,0,0,0,0,0,0,0,0,0,0,1866202.4,0,0,0,0,0
110.88607287212,0,0,0,0,0,0,0,0,,None,111.893349339,0,0,0,0,0,1494402.9,0,0,0,0,0,0,0,0,0,0
110.9127582631,0,0,0,0,0,0,0,0,,None,111.92003472998,0,0,1580117,0,0,0,0,0,0,0,0,0,0,0,0,0
110.989248892951,0,0,0,0,0,0,0,0,,None,111.996525359831,0,0,0,0,0,2009586.9,0,0,0,0,0,0,0,0,0,0
111.025698848566,0,0,0,0,0,0,0,0,,None,112.032975315446,0,0,0,0,0,0,0,0,0,0,1559041.6,0,0,0,0,0
111.174438782782,0,0,0,0,0,0,0,0,,None,112.181715249662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1495806.9,0
111.203762936491,0,0,0,0,0,0,0,0,,None,112.211039403371,0,0,0,0,0,1610310.6,0,0,0,0,0,0,0,0,0,0
111.359073816956,0,0,0,0,0,0,0,0,,None,112.366350283836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1510016.9,0
111.373529508609,0,0,0,0,0,0,0,0,,None,112.380805975489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1592589.3
111.381819054418,0,0,0,0,0,0,0,0,,None,112.389095521298,0,0,0,0,0,0,0,0,0,0,1495583,0,0,0,0,0
111.389520974445,0,0,0,0,0,0,0,0,,None,112.396797441325,0,0,0,0,0,1585244.9,0,0,0,0,0,0,0,0,0,0
111.440345088359,0,0,0,0,0,0,0,0,,None,112.447621555239,0,0,0,0,0,0,0,0,0,0,1498378.8,0,0,0,0,0
111.529172139932,0,0,0,0,0,0,0,0,,None,112.536448606812,0,0,0,0,0,0,0,0,0,0,1537040.4,0,0,0,0,0
111.546687393292,0,0,0,0,0,0,0,0,,None,112.553963860172,0,0,0,1661170.1,0,0,0,0,0,0,0,0,0,0,0,0
111.571342390983,0,0,0,0,0,0,0,0,,None,112.578618857863,0,0,0,1559280.4,0,0,0,0,0,0,0,0,0,0,0,0
111.601264179907,0,0,0,0,0,0,0,0,,None,112.608540646787,0,0,0,0,0,0,0,1512697.4,0,0,0,0,0,0,0,0
111.60285201832,0,0,0,0,0,0,0,0,,None,112.6101284852,0,0,0,0,0,1593113.5,0,0,0,0,0,0,0,0,0,0
111.605163387821,0,0,0,0,0,0,0,0,,None,112.612439854701,0,0,0,1637782,0,0,0,0,0,0,0,0,0,0,0,0
111.647670208844,0,0,0,0,0,0,0,0,,None,112.654946675724,0,0,0,0,0,0,0,0,0,0,1543123.9,0,0,0,0,0
111.720471884431,0,0,0,0,0,0,0,0,,None,112.727748351311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1539966.6,0
111.772826040395,0,0,0,0,0,0,0,0,,None,112.780102507275,0,0,0,0,0,0,1528126.6,0,0,0,0,0,0,0,0,0
111.790688370582,0,0,0,0,0,0,0,0,,None,112.797964837462,0,0,0,1592841.1,0,0,0,0,0,0,0,0,0,0,0,0
111.832631463812,0,0,0,0,0,0,0,0,,None,112.839907930692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1706739.9
111.889514458365,0,0,0,0,0,0,0,0,,None,112.896790925245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1595119.9
111.898430605624,0,0,0,0,0,0,0,0,,None,112.905707072504,0,0,1625945,0,0,0,0,0,0,0,0,0,0,0,0,0
112.008389070763,0,0,0,0,0,0,0,0,,None,113.015665537643,0,0,0,0,0,0,1578111.3,0,0,0,0,0,0,0,0,0
112.083488439959,0,0,0,0,0,0,0,0,,None,113.090764906839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1520378.6
112.099062472521,0,0,0,0,0,0,0,0,,None,113.106338939401,0,0,0,0,0,0,0,0,0,0,1683837.4,0,0,0,0,0
112.11225808429,0,0,0,0,0,0,0,0,,None,113.11953455117,0,0,0,0,0,0,1502400.8,0,0,0,0,0,0,0,0,0
112.145348434144,0,0,0,0,0,0,0,0,,None,113.152624901024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1645126.4
112.169672431866,0,0,0,0,0,0,0,0,,None,113.176948898746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1517100.9
112.172170515401,0,0,0,0,0,0,0,0,,None,113.179446982281,0,0,0,0,0,0,0,0,0,0,1506040.6,0,0,0,0,0
112.24378732925,0,0,0,0,0,0,0,0,,None,113.25106379613,0,0,0,1485295.4,0,0,0,0,0,0,0,0,0,0,0,0
112.313929110792,0,0,0,0,0,0,0,0,,None,113.321205577672,0,0,0,0,0,0,1528700.4,0,0,0,0,0,0,0,0,0
112.350668620301,0,0,0,0,0,0,0,0,,None,113.357945087181,0,0,0,0,0,0,0,0,0,0,1562461.3,0,0,0,0,0
112.390750587157,0,0,0,0,0,0,0,0,,None,113.398027054037,0,0,0,0,0,0,0,1558751.5,0,0,0,0,0,0,0,0
112.430032607562,0,0,0,0,0,0,0,0,,None,113.437309074442,0,0,0,0,0,0,0,1536605.3,0,0,0,0,0,0,0,0
112.459807024889,0,0,0,0,0,0,0,0,,None,113.467083491769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1747269.5,0
112.466961131111,0,0,0,0,0,0,0,0,,None,113.474237597991,0,0,0,0,0,0,1514739.3,0,0,0,0,0,0,0,0,0
112.494423134777,0,0,0,0,0,0,0,0,,None,113.501699601657,0,0,0,0,0,0,1599713.8,0,0,0,0,0,0,0,0,0
112.53018230369,0,0,0,0,0,0,0,0,,None,113.53745877057,0,0,0,1577569.8,0,0,0,0,0,0,0,0,0,0,0,0
112.557708742337,0,0,0,0,0,0,0,0,,None,113.564985209217,0,0,0,0,0,0,0,0,0,0,1536968.6,0,0,0,0,0
112.565929747191,0,0,0,0,0,0,0,0,,None,113.573206214071,0,0,0,0,0,0,0,0,0,0,1524972.1,0,0,0,0,0
112.580573299238,0,0,0,0,0,0,0,0,,None,113.587849766118,0,0,0,1489910.8,0,0,0,0,0,0,0,0,0,0,0,0
112.707289163387,0,0,0,0,0,0,0,0,,None,113.714565630267,0,0,0,0,0,0,1504349.6,0,0,0,0,0,0,0,0,0
112.729759255181,0,0,0,0,0,0,0,0,,None,113.737035722061,0,0,0,0,0,1485141,0,0,0,0,0,0,0,0,0,0
112.776023085955,0,0,0,0,0,0,0,0,,None,113.783299552835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1560986.5,0
112.776975265292,0,0,0,0,0,0,0,0,,None,113.784251732172,0,0,0,0,0,1567690.3,0,0,0,0,0,0,0,0,0,0
112.937214194684,0,0,0,0,0,0,0,0,,None,113.944490661564,0,0,0,0,0,0,1648617.3,0,0,0,0,0,0,0,0,0
112.981910309353,0,0,0,0,0,0,0,0,,None,113.989186776233,0,0,0,0,0,1574198.9,0,0,0,0,0,0,0,0,0,0
113.004608907546,0,0,0,0,0,0,0,0,,None,114.011885374426,0,0,0,0,0,0,0,1559861.8,0,0,0,0,0,0,0,0
113.021654133801,0,0,0,0,0,0,0,0,,None,114.028930600681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1557196.8,0
113.093415059912,0,0,0,0,0,0,0,0,,None,114.100691526792,0,0,0,0,0,0,0,0,0,0,1561786.5,0,0,0,0,0
113.117980152661,0,0,0,0,0,0,0,0,,None,114.125256619541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1509793.6,0
113.220929361099,0,0,0,0,0,0,0,0,,None,114.228205827979,0,0,0,0,0,1491850.4,0,0,0,0,0,0,0,0,0,0
113.253340179258,0,0,0,0,0,0,0,0,,None,114.260616646138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1536064.5,0
113.360052232093,0,0,0,0,0,0,0,0,,None,114.367328698973,0,0,0,1601732.6,0,0,0,0,0,0,0,0,0,0,0,0
113.392068238094,0,0,0,0,0,0,0,0,,None,114.399344704974,0,0,0,0,0,0,0,0,0,0,1549483.5,0,0,0,0,0
113.393869322523,0,0,0,0,0,0,0,0,,None,114.401145789403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1749749.5
113.459543316954,0,0,0,0,0,0,0,0,,None,114.466819783834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1485902.3
113.464067316572,0,0,0,0,0,0,0,0,,None,114.471343783452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1512154
113.486168225262,0,0,0,0,0,0,0,0,,None,114.493444692142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1571741,0
113.512440424732,0,0,0,0,0,0,0,0,,None,114.519716891612,0,0,0,0,0,1534132.1,0,0,0,0,0,0,0,0,0,0
113.512715184273,0,0,0,0,0,0,0,0,,None,114.519991651153,0,0,1591464.9,0,0,0,0,0,0,0,0,0,0,0,0,0
113.536493324552,0,0,0,0,0,0,0,0,,None,114.543769791432,0,0,0,0,0,0,0,0,0,0,1509884.8,0,0,0,0,0
113.584470213362,0,0,0,0,0,0,0,0,,None,114.591746680242,0,0,0,1606882.1,0,0,0,0,0,0,0,0,0,0,0,0
113.662263399997,0,0,0,0,0,0,0,0,,None,114.669539866877,0,0,0,0,0,0,0,0,0,0,1486375,0,0,0,0,0
113.740043295693,0,0,0,0,0,0,0,0,,None,114.747319762573,0,0,0,0,0,0,0,1576883.8,0,0,0,0,0,0,0,0
113.789542321986,0,0,0,0,0,0,0,0,,None,114.796818788866,0,0,0,0,0,0,0,1532881.8,0,0,0,0,0,0,0,0
113.807952489823,0,0,0,0,0,0,0,0,,None,114.815228956703,0,0,0,0,0,1504971.1,0,0,0,0,0,0,0,0,0,0
113.844623509644,0,0,0,0,0,0,0,0,,None,114.851899976524,0,0,0,0,0,0,0,0,0,0,1516495.3,0,0,0,0,0
113.920529391666,0,0,0,0,0,0,0,0,,None,114.927805858546,0,0,0,0,0,0,0,1499356.6,0,0,0,0,0,0,0,0
113.929104516678,0,0,0,0,0,0,0,0,,None,114.936380983558,0,0,0,0,0,1558658.1,0,0,0,0,0,0,0,0,0,0
113.958347347879,0,0,0,0,0,0,0,0,,None,114.965623814759,0,0,1667598.6,0,0,0,0,0,0,0,0,0,0,0,0,0
113.97745732339,0,0,0,0,0,0,0,0,,None,114.98473379027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1494687.5,0
113.98177234201,0,0,0,0,0,0,0,0,,None,114.98904880889,0,0,0,0,0,0,1543386,0,0,0,0,0,0,0,0,0
114.067722547528,0,0,0,0,0,0,0,0,,None,115.074999014408,0,0,0,0,0,1534652.8,0,0,0,0,0,0,0,0,0,0
114.127984169109,0,0,0,0,0,0,0,0,,None,115.135260635989,0,0,0,1577167.9,0,0,0,0,0,0,0,0,0,0,0,0
114.159146259503,0,0,0,0,0,0,0,0,,None,115.166422726383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1669020.1
114.20515357824,0,0,0,0,0,0,0,0,,None,115.21243004512,0,0,0,0,0,1531967.6,0,0,0,0,0,0,0,0,0,0
114.213678442374,0,0,0,0,0,0,0,0,,None,115.220954909254,0,0,1664749.5,0,0,0,0,0,0,0,0,0,0,0,0,0
114.222382372846,0,0,0,0,0,0,0,0,,None,115.229658839726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1498478.1,0
114.271474767481,0,0,0,0,0,0,0,0,,None,115.278751234361,0,0,0,0,0,0,0,0,0,0,1532847,0,0,0,0,0
114.279444466802,0,0,0,0,0,0,0,0,,None,115.286720933682,0,0,1709235.4,0,0,0,0,0,0,0,0,0,0,0,0,0
114.282801385101,0,0,0,0,0,0,0,0,,None,115.290077851981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1548540,0
114.284168775175,0,0,0,0,0,0,0,0,,None,115.291445242055,0,0,0,0,0,0,0,0,0,0,1546918.6,0,0,0,0,0
